Date,Open,High,Low,Close,Adj Close,Volume
2018-09-04,17.917500,18.007500,17.557501,17.860001,17.434544,40104800
2018-09-05,17.750000,17.757500,16.980000,17.150000,16.741453,53864800
2018-09-06,17.180000,17.232500,16.344999,16.682501,16.285089,57752400
2018-09-07,16.340000,16.922501,16.305000,16.517500,16.124020,38504800
2018-09-10,16.772499,16.805000,16.382500,16.662500,16.265568,27724400
2018-09-11,16.442499,17.120001,16.325001,17.032499,16.626751,35261200
2018-09-12,16.962500,16.997499,16.447500,16.885000,16.482769,44130800
2018-09-13,17.174999,17.504999,17.167500,17.385000,16.970854,37338000
2018-09-14,17.447500,17.535000,17.052500,17.252501,16.841513,38344000
2018-09-17,17.155001,17.207500,16.465000,16.525000,16.131342,36411600
2018-09-18,16.559999,17.162500,16.535000,16.917500,16.514492,36379200
2018-09-19,16.924999,17.045000,16.547501,16.879999,16.477886,29481200
2018-09-20,17.205000,17.495001,17.090000,17.410000,16.995260,31341600
2018-09-21,17.565001,17.645000,17.077499,17.132500,16.724371,30140800
2018-09-24,16.777500,17.297501,16.559999,17.280001,16.868357,26437600
2018-09-25,17.247499,17.382500,17.077499,17.350000,16.936691,21629600
2018-09-26,17.365000,17.867500,17.277500,17.332500,16.919603,35460000
2018-09-27,17.590000,17.995001,17.557501,17.812500,17.388170,29262800
2018-09-28,17.660000,17.937500,17.570000,17.785000,17.361328,30928800
2018-10-01,18.125000,18.292500,17.770000,17.887501,17.461388,34116000
2018-10-02,17.840000,18.190001,17.660000,17.785000,17.361328,32393600
2018-10-03,18.002501,18.125000,17.757500,17.837500,17.412575,33284800
2018-10-04,17.625000,17.645000,16.424999,16.820000,16.419310,75444800
2018-10-05,16.799999,16.957500,15.705000,16.187500,15.801883,66462000
2018-10-08,15.960000,16.312500,15.310000,15.897500,15.518791,59676800
2018-10-09,15.917500,16.400000,15.797500,16.020000,15.638373,52144800
2018-10-10,15.747500,15.765000,13.860000,13.942500,13.610362,121428000
2018-10-11,13.752500,14.312500,12.957500,13.377500,13.058821,111216000
2018-10-12,14.445000,14.630000,13.700000,14.507500,14.161901,84244000
2018-10-15,14.365000,14.427500,13.812500,13.960000,13.627445,79867600
2018-10-16,14.410000,15.292500,14.337500,15.162500,14.801300,62233200
2018-10-17,15.420000,15.445000,14.737500,15.212500,14.850107,65060400
2018-10-18,15.015000,15.032500,13.952500,14.157500,13.820242,78174400
2018-10-19,14.447500,14.847500,13.947500,14.100000,13.764112,67418400
2018-10-22,14.352500,14.645000,13.992500,14.312500,13.971549,57463200
2018-10-23,13.547500,14.370000,13.057500,14.155000,13.817801,88390800
2018-10-24,14.102500,14.175000,12.170000,12.230000,11.938656,102421200
2018-10-25,12.772500,13.692500,12.607500,13.485000,13.163760,76036800
2018-10-26,12.100000,13.207500,11.870000,12.437500,12.141214,122380800
2018-10-29,12.995000,13.150000,10.960000,11.772500,11.492057,108980800
2018-10-30,11.560000,12.262500,11.392500,12.227500,11.936217,92432800
2018-10-31,12.812500,13.415000,12.812500,13.052500,12.741563,90078800
2018-11-01,13.167500,13.655000,12.860000,13.622500,13.297985,63033200
2018-11-02,13.487500,13.732500,12.700000,13.012500,12.702516,87178800
2018-11-05,13.020000,13.035000,12.440000,12.885000,12.578054,51300400
2018-11-06,12.852500,13.382500,12.817500,13.157500,12.844062,55730800
2018-11-07,13.627500,14.390000,13.542500,14.367500,14.025237,69276000
2018-11-08,14.197500,14.330000,13.915000,14.122500,13.786075,58762400
2018-11-09,13.730000,13.820000,13.072500,13.405000,13.085667,68369600
2018-11-12,13.125000,13.197500,12.147500,12.227500,11.936217,77183600
2018-11-13,12.367500,12.875000,12.110000,12.222500,11.931335,77227200
2018-11-14,12.570000,12.705000,11.720000,11.912500,11.628722,78062000
2018-11-15,11.847500,12.652500,11.552500,12.550000,12.251036,84908400
2018-11-16,12.190000,12.600000,12.030000,12.412500,12.116811,67162400
2018-11-19,12.230000,12.287500,11.100000,11.222500,10.955158,93246000
2018-11-20,10.430000,11.060000,10.175000,10.600000,10.347486,101495600
2018-11-21,11.007500,11.155000,10.780000,10.837500,10.579328,57557600
2018-11-23,10.570000,10.930000,10.562500,10.597500,10.345047,28440000
2018-11-26,11.045000,11.345000,10.905000,11.325000,11.055217,59982400
2018-11-27,11.155000,11.530000,10.972500,11.442500,11.169916,60081600
2018-11-28,11.700000,12.540000,11.500000,12.527500,12.229071,97532400
2018-11-29,12.380000,12.667500,12.120000,12.412500,12.116811,64522400
2018-11-30,12.460000,12.710000,12.282500,12.672500,12.370616,58317600
2018-12-03,13.520000,13.575000,13.062500,13.322500,13.005133,74671600
2018-12-04,13.137500,13.247500,11.767500,11.857500,11.575030,105048000
2018-12-06,11.102500,12.055000,10.957500,12.030000,11.743420,98078000
2018-12-07,11.900000,12.105000,10.750000,10.852500,10.593971,111493600
2018-12-10,10.790000,11.340000,10.455000,11.192500,10.925873,88234400
2018-12-11,11.732500,11.750000,11.022500,11.312500,11.043014,86081600
2018-12-12,11.805000,12.132500,11.592500,11.597500,11.321225,84725600
2018-12-13,11.825000,11.972500,11.380000,11.600000,11.323666,82362400
2018-12-14,11.222500,11.332500,10.677500,10.725000,10.469509,78088800
2018-12-17,10.617500,10.872500,9.772500,10.032500,9.793507,100296400
2018-12-18,10.270000,10.502500,9.942500,10.200000,9.957016,78946800
2018-12-19,10.177500,10.647500,9.220000,9.462500,9.237085,153931200
2018-12-20,9.367500,9.695000,8.682500,9.082500,8.866138,160409200
2018-12-21,9.162500,9.352500,8.052500,8.205000,8.009542,184517200
2018-12-24,8.000000,8.322500,7.580000,7.597500,7.416512,87800400
2018-12-26,7.825000,8.985000,7.660000,8.965000,8.763260,189117600
2018-12-27,8.650000,9.100000,8.030000,9.092500,8.887889,170917200
2018-12-28,9.250000,9.527500,8.842500,9.055000,8.851235,152421200
2018-12-31,9.340000,9.420000,9.012500,9.260000,9.051621,108483200
2019-01-02,8.695000,9.557500,8.682500,9.392500,9.181139,135832800
2019-01-03,8.995000,9.102500,8.407500,8.482500,8.291617,165255200
2019-01-04,8.887500,9.690000,8.792500,9.567500,9.352201,136482000
2019-01-07,9.617500,10.037500,9.532500,9.872500,9.650338,106553200
2019-01-08,10.172500,10.277500,9.725000,10.157500,9.928925,105811200
2019-01-09,10.280000,10.542500,10.150000,10.397500,10.163523,89049200
2019-01-10,10.160000,10.507500,9.990000,10.497500,10.261274,87565600
2019-01-11,10.310000,10.407500,10.202500,10.372500,10.139086,60402400
2019-01-14,10.107500,10.235000,9.965000,10.102500,9.875162,55691600
2019-01-15,10.235000,10.730000,10.215000,10.662500,10.422561,72562800
2019-01-16,10.742500,10.965000,10.670000,10.677500,10.437223,67946400
2019-01-17,10.575000,11.067500,10.515000,10.927500,10.681597,71020000
2019-01-18,11.180000,11.402500,10.962500,11.227500,10.974846,83454400
2019-01-22,11.002500,11.020000,10.330000,10.607500,10.368797,90867200
2019-01-23,10.737500,10.875000,10.255000,10.617500,10.378572,83046800
2019-01-24,10.705000,10.855000,10.585000,10.805000,10.561853,64057600
2019-01-25,11.065000,11.292500,10.955000,11.190000,10.938190,69756800
2019-01-28,10.752500,10.777500,10.502500,10.777500,10.534972,70179600
2019-01-29,10.797500,10.802500,10.357500,10.472500,10.236835,61265200
2019-01-30,10.825000,11.380000,10.722500,11.257500,11.004172,87912000
2019-01-31,11.455000,11.930000,11.420000,11.752500,11.488032,80287600
2019-02-01,11.585000,11.855000,11.515000,11.602500,11.341406,70780800
2019-02-04,11.617500,12.040000,11.585000,12.027500,11.756844,55488400
2019-02-05,12.092500,12.400000,12.075000,12.345000,12.067198,64458400
2019-02-06,12.370000,12.432500,12.080000,12.247500,11.971892,72710000
2019-02-07,11.917500,12.007500,11.472500,11.747500,11.483144,104896800
2019-02-08,11.427500,11.812500,11.400000,11.807500,11.541793,72361200
2019-02-11,11.942500,12.027500,11.690000,11.780000,11.514914,60598400
2019-02-12,12.032500,12.347500,11.972500,12.290000,12.013435,64113200
2019-02-13,12.465000,12.570000,12.280000,12.315000,12.037873,63804800
2019-02-14,12.175000,12.487500,12.055000,12.360000,12.081861,76684800
2019-02-15,12.627500,12.630000,12.340000,12.507500,12.226042,71248000
2019-02-19,12.390000,12.697500,12.390000,12.582500,12.299354,51786400
2019-02-20,12.612500,12.757500,12.372500,12.572500,12.289578,85532800
2019-02-21,12.467500,12.572500,12.232500,12.430000,12.150286,64246800
2019-02-22,12.515000,12.730000,12.492500,12.700000,12.414210,59818800
2019-02-25,13.002500,13.095000,12.815000,12.840000,12.551060,62051200
2019-02-26,12.740000,13.000000,12.680000,12.880000,12.590161,52678400
2019-02-27,12.707500,12.895000,12.447500,12.840000,12.551060,57922000
2019-02-28,12.727500,12.895000,12.650000,12.760000,12.472859,46031600
2019-03-01,13.030000,13.072500,12.755000,13.015000,12.722122,70078400
2019-03-04,13.242500,13.332500,12.587500,13.017500,12.724566,106544000
2019-03-05,13.045000,13.170000,12.855000,13.050000,12.756334,50174400
2019-03-06,13.082500,13.095000,12.765000,12.825000,12.536397,61734400
2019-03-07,12.720000,12.735000,12.207500,12.357500,12.079418,84653200
2019-03-08,11.935000,12.305000,11.890000,12.287500,12.010993,87468400
2019-03-11,12.432500,13.077500,12.432500,13.055000,12.761221,64234000
2019-03-12,13.157500,13.367500,13.062500,13.267500,12.968939,75803200
2019-03-13,13.467500,13.772500,13.415000,13.555000,13.249970,72564800
2019-03-14,13.580000,13.630000,13.475000,13.495000,13.191319,47721600
2019-03-15,13.652500,13.985000,13.615000,13.830000,13.518781,69422800
2019-03-18,13.842500,14.085000,13.760000,13.955000,13.640968,74497200
2019-03-19,14.135000,14.320000,13.922500,14.095000,13.777818,82190400
2019-03-20,14.087500,14.512500,13.897500,14.252500,13.936715,91761200
2019-03-21,14.120000,14.975000,14.112500,14.912500,14.582095,75978800
2019-03-22,14.717500,14.837500,13.885000,13.937500,13.628696,133800800
2019-03-25,13.765000,13.992500,13.545000,13.850000,13.543135,105184800
2019-03-26,14.172500,14.420000,13.827500,14.040000,13.728926,87936000
2019-03-27,14.097500,14.195000,13.462500,13.765000,13.460018,88405200
2019-03-28,13.867500,14.007500,13.607500,13.852500,13.545579,64218800
2019-03-29,14.157500,14.205000,13.920000,14.165000,13.851156,63490000
2019-04-01,14.575000,14.775000,14.425000,14.722500,14.396304,61182400
2019-04-02,14.772500,14.930000,14.657500,14.885000,14.555204,53364400
2019-04-03,15.135000,15.422500,15.002500,15.142500,14.806998,75692000
2019-04-04,15.145000,15.320000,14.857500,15.120000,14.784996,71810400
2019-04-05,15.265000,15.375000,15.195000,15.347500,15.007456,52327200
2019-04-08,15.270000,15.497500,15.090000,15.467500,15.124797,51730000
2019-04-09,15.310000,15.457500,15.200000,15.297500,14.958563,52060800
2019-04-10,15.365000,15.555000,15.307500,15.545000,15.200580,49622000
2019-04-11,15.602500,15.607500,15.340000,15.427500,15.085683,55885200
2019-04-12,15.625000,15.650000,15.432500,15.617500,15.271473,47614000
2019-04-15,15.617500,15.680000,15.315000,15.630000,15.283697,41684800
2019-04-16,15.787500,15.887500,15.647500,15.782500,15.432817,47143600
2019-04-17,16.090000,16.139999,15.802500,15.940000,15.586827,57211200
2019-04-18,16.020000,16.027500,15.717500,15.990000,15.635719,45951600
2019-04-22,15.787500,16.147499,15.750000,16.125000,15.767730,37878400
2019-04-23,16.252501,16.799999,16.182501,16.737499,16.366657,52477200
2019-04-24,16.775000,16.844999,16.567499,16.575001,16.207760,47537600
2019-04-25,16.942499,16.962500,16.507500,16.760000,16.388662,59845200
2019-04-26,16.702499,16.825001,16.275000,16.820000,16.447330,55258400
2019-04-29,16.815001,16.992500,16.735001,16.910000,16.535337,41898800
2019-04-30,16.500000,16.602501,16.167500,16.522499,16.156420,63797600
2019-05-01,16.830000,16.977501,16.315001,16.332500,15.970630,62958000
2019-05-02,16.337500,16.582500,15.812500,16.132500,15.775063,70644400
2019-05-03,16.535000,16.937500,16.447500,16.892500,16.518223,54444800
2019-05-06,15.827500,16.655001,15.740000,16.590000,16.222429,80857600
2019-05-07,16.052500,16.254999,15.160000,15.625000,15.278806,118764800
2019-05-08,15.467500,15.847500,15.297500,15.487500,15.144354,80618800
2019-05-09,14.990000,15.397500,14.567500,15.242500,14.904782,110208800
2019-05-10,15.060000,15.507500,14.310000,15.285000,14.946341,113929200
2019-05-13,14.120000,14.357500,13.567500,13.705000,13.401347,117460400
2019-05-14,13.905000,14.395000,13.757500,14.135000,13.821820,70096000
2019-05-15,13.865000,14.847500,13.847500,14.722500,14.396304,88080000
2019-05-16,14.750000,15.455000,14.702500,15.182500,14.846112,87013200
2019-05-17,14.722500,15.335000,14.667500,14.710000,14.384080,91255200
2019-05-20,14.095000,14.257500,13.812500,13.972500,13.662921,92184400
2019-05-21,14.317500,14.510000,14.182500,14.392500,14.073615,57243600
2019-05-22,14.145000,14.445000,14.140000,14.205000,13.890269,64456400
2019-05-23,13.715000,13.720000,13.277500,13.535000,13.235113,103840400
2019-05-24,13.767500,13.900000,13.470000,13.515000,13.215557,68612800
2019-05-28,13.635000,13.852500,13.357500,13.370000,13.073769,58451600
2019-05-29,13.122500,13.250000,12.815000,13.035000,12.746192,88960800
2019-05-30,13.132500,13.295000,12.960000,13.190000,12.897758,68214000
2019-05-31,12.717500,12.852500,12.535000,12.555000,12.276828,70300400
2019-06-03,12.455000,12.550000,11.532500,11.752500,11.492108,120906400
2019-06-04,12.100000,12.720000,11.977500,12.705000,12.423504,81934800
2019-06-05,13.072500,13.080000,12.592500,12.985000,12.697300,76158400
2019-06-06,13.050000,13.387500,12.877500,13.285000,12.990652,50151200
2019-06-07,13.500000,14.230000,13.455000,14.042500,13.731369,75774000
2019-06-10,14.340000,14.955000,14.340000,14.555000,14.232514,91636000
2019-06-11,15.015000,15.092500,14.462500,14.610000,14.286297,68723600
2019-06-12,14.482500,14.575000,14.275000,14.362500,14.044281,55088000
2019-06-13,14.532500,14.707500,14.445000,14.597500,14.274073,49279600
2019-06-14,14.367500,14.525000,14.247500,14.407500,14.088284,38572400
2019-06-17,14.497500,14.792500,14.460000,14.670000,14.344967,37525200
2019-06-18,15.187500,15.622500,15.077500,15.305000,14.965898,70914800
2019-06-19,15.382500,15.590000,15.100000,15.485000,15.141910,68489600
2019-06-20,16.122499,16.132500,15.557500,15.910000,15.557493,59677600
2019-06-21,15.827500,16.135000,15.737500,15.837500,15.486599,52323200
2019-06-24,15.922500,15.972500,15.802500,15.832500,15.481710,34469200
2019-06-25,15.795000,15.820000,14.945000,15.022500,14.689656,69811600
2019-06-26,15.305000,15.595000,15.150000,15.212500,14.875447,47057600
2019-06-27,15.377500,15.497500,15.262500,15.377500,15.036790,37635200
2019-06-28,15.495000,15.547500,15.277500,15.442500,15.100350,49466400
2019-07-01,16.325001,16.387501,15.847500,16.057501,15.701727,72410400
2019-07-02,16.040001,16.252501,15.910000,16.252501,15.892405,40624400
2019-07-03,16.355000,16.612499,16.315001,16.612499,16.244429,33563600
2019-07-05,16.272499,16.597500,16.077499,16.504999,16.139311,58422400
2019-07-08,16.197500,16.200001,15.955000,16.157499,15.799508,52893600
2019-07-09,15.917500,16.455000,15.882500,16.400000,16.036638,44297600
2019-07-10,16.700001,17.022499,16.600000,16.885000,16.510891,77054800
2019-07-11,16.967501,17.075001,16.677500,16.840000,16.466888,63924800
2019-07-12,16.887501,17.127501,16.844999,17.122499,16.743130,44596400
2019-07-15,17.240000,17.297501,17.102501,17.267500,16.884914,36697200
2019-07-16,17.212500,17.270000,16.860001,17.022499,16.645344,55996000
2019-07-17,17.030001,17.107500,16.760000,16.770000,16.398438,46254000
2019-07-18,16.522499,16.915001,16.357500,16.842501,16.469332,67784000
2019-07-19,17.174999,17.174999,16.392500,16.434999,16.070862,70389600
2019-07-22,16.559999,16.932501,16.555000,16.822500,16.449776,47753200
2019-07-23,17.102501,17.155001,16.760000,17.147499,16.767574,58024800
2019-07-24,16.959999,17.512501,16.950001,17.512501,17.124489,54622400
2019-07-25,17.334999,17.337500,16.910000,17.012501,16.635569,75037600
2019-07-26,17.325001,17.597500,17.305000,17.517500,17.129379,55739200
2019-07-29,17.490000,17.490000,17.017500,17.355000,16.970478,56637600
2019-07-30,16.955000,17.320000,16.915001,17.122499,16.743130,55752000
2019-07-31,17.257500,17.287500,15.925000,16.400000,16.036638,98170400
2019-08-01,16.490000,17.400000,15.910000,16.170000,15.811733,149192400
2019-08-02,15.800000,15.857500,15.150000,15.430000,15.088129,123460000
2019-08-05,14.485000,14.485000,13.420000,13.810000,13.504022,151242400
2019-08-06,14.180000,14.495000,13.875000,14.377500,14.058947,106770400
2019-08-07,13.902500,14.657500,13.575000,14.587500,14.264295,153954400
2019-08-08,14.810000,15.557500,14.672500,15.552500,15.207914,109528000
2019-08-09,15.315000,15.480000,14.742500,15.092500,14.758106,110683200
2019-08-12,14.820000,14.957500,14.380000,14.587500,14.264295,106655600
2019-08-13,14.560000,15.847500,14.500000,15.545000,15.200580,119629600
2019-08-14,14.787500,14.935000,14.065000,14.152500,13.838934,152465200
2019-08-15,14.225000,14.330000,13.767500,14.092500,13.780261,104469600
2019-08-16,14.445000,14.872500,14.445000,14.742500,14.415862,82202800
2019-08-19,15.367500,15.560000,15.242500,15.432500,15.090573,60022000
2019-08-20,15.352500,15.512500,15.102500,15.115000,14.780107,62632000
2019-08-21,15.507500,15.647500,15.342500,15.500000,15.156577,50740800
2019-08-22,15.590000,15.697500,14.982500,15.350000,15.009900,76314800
2019-08-23,15.032500,15.450000,13.770000,13.945000,13.636029,151175200
2019-08-26,14.372500,14.515000,14.115000,14.510000,14.188512,73292800
2019-08-27,14.812500,14.890000,14.250000,14.422500,14.102949,77289600
2019-08-28,14.277500,14.642500,14.062500,14.567500,14.244739,63912400
2019-08-29,15.105000,15.357500,14.935000,15.230000,14.892559,70761600
2019-08-30,15.480000,15.482500,14.865000,15.122500,14.787442,68051600
2019-09-03,14.822500,15.045000,14.527500,14.682500,14.357189,64392800
2019-09-04,15.095000,15.342500,14.980000,15.300000,14.961007,50232400
2019-09-05,15.805000,16.277500,15.780000,16.145000,15.787286,63372000
2019-09-06,16.212500,16.240000,15.990000,16.100000,15.743284,57519200
2019-09-09,16.242500,16.267500,15.742500,15.997500,15.643055,56156400
2019-09-10,15.735000,15.870000,15.420000,15.865000,15.513490,68382800
2019-09-11,15.937500,16.322500,15.832500,16.292500,15.931518,55700400
2019-09-12,16.594999,16.870001,16.422501,16.495001,16.129534,69965600
2019-09-13,16.424999,16.535000,16.250000,16.320000,15.958408,53805200
2019-09-16,15.997500,16.195000,15.950000,16.094999,15.738394,48562000
2019-09-17,16.090000,16.322500,15.995000,16.307501,15.946187,45398000
2019-09-18,16.215000,16.317499,15.687500,16.297501,15.936408,71031600
2019-09-19,16.382500,16.672501,16.275000,16.370001,16.007299,66385200
2019-09-20,16.440001,16.487499,15.685000,15.855000,15.503712,61756400
2019-09-23,15.820000,16.010000,15.675000,15.870000,15.518378,44704800
2019-09-24,16.087500,16.184999,15.035000,15.242500,14.904782,101882800
2019-09-25,15.190000,15.860000,14.807500,15.730000,15.381480,76152000
2019-09-26,15.682500,15.715000,15.215000,15.572500,15.227471,68107200
2019-09-27,15.637500,15.662500,14.665000,15.007500,14.674989,94246000
2019-09-30,15.150000,15.480000,15.070000,15.407500,15.066128,58551600
2019-10-01,15.580000,15.837500,14.955000,15.035000,14.701880,79227200
2019-10-02,14.732500,14.732500,14.005000,14.265000,13.948940,135412000
2019-10-03,14.255000,14.742500,13.727500,14.735000,14.408526,120260800
2019-10-04,14.927500,15.420000,14.897500,15.355000,15.014790,84488800
2019-10-07,15.215000,15.582500,15.135000,15.212500,14.875447,81265200
2019-10-08,14.910000,15.120000,14.500000,14.520000,14.198291,117702800
2019-10-09,14.900000,15.152500,14.765000,14.960000,14.628541,76134800
2019-10-10,14.962500,15.467500,14.920000,15.287500,14.948786,88119600
2019-10-11,15.805000,16.250000,15.785000,15.860000,15.508601,111254800
2019-10-14,15.812500,16.027500,15.765000,15.877500,15.525712,45746800
2019-10-15,16.020000,16.587500,15.992500,16.480000,16.114862,70360800
2019-10-16,16.305000,16.477501,16.197500,16.357500,15.995080,58596800
2019-10-17,16.639999,16.715000,16.285000,16.469999,16.105083,60919600
2019-10-18,16.405001,16.507500,15.747500,15.997500,15.643055,77222000
2019-10-21,16.257500,16.455000,16.107500,16.420000,16.056194,47088000
2019-10-22,16.590000,16.682501,16.020000,16.040001,15.684614,62511600
2019-10-23,15.927500,16.127501,15.850000,16.115000,15.757953,48452800
2019-10-24,16.467501,16.610001,16.242500,16.577499,16.210201,61242400
2019-10-25,16.322500,16.997499,16.312500,16.955000,16.579338,64588800
2019-10-28,17.215000,17.542500,17.215000,17.472500,17.085371,55798000
2019-10-29,17.387501,17.462500,17.057501,17.070000,16.691793,53514000
2019-10-30,17.160000,17.395000,16.867500,17.309999,16.926472,59492400
2019-10-31,17.442499,17.480000,17.027500,17.322500,16.938698,61648000
2019-11-01,17.552500,17.797501,17.472500,17.792500,17.398285,57526400
2019-11-04,18.152500,18.242500,18.030001,18.110001,17.708752,49963200
2019-11-05,18.192499,18.245001,17.972500,18.132500,17.730751,51614800
2019-11-06,18.087500,18.094999,17.762501,18.017500,17.618298,57664800
2019-11-07,18.302500,18.549999,18.042500,18.200001,17.796757,62859600
2019-11-08,18.092501,18.422501,17.957500,18.415001,18.006994,40803600
2019-11-11,18.142500,18.365000,18.062500,18.337500,17.931208,38046400
2019-11-12,18.379999,18.680000,18.299999,18.487499,18.077885,64346000
2019-11-13,18.307501,18.557501,18.264999,18.459999,18.050993,55879200
2019-11-14,18.297501,18.492500,18.127501,18.455000,18.046104,53325600
2019-11-15,18.777500,18.834999,18.615000,18.802500,18.385906,45293200
2019-11-18,18.777500,18.995001,18.545000,18.900000,18.481245,48348000
2019-11-19,19.117500,19.117500,18.772499,18.977501,18.557028,56060000
2019-11-20,18.837500,19.007500,18.205000,18.645000,18.231894,75190000
2019-11-21,18.580000,18.612499,18.337500,18.500000,18.090109,45329600
2019-11-22,18.639999,18.677500,18.242500,18.549999,18.138998,41834000
2019-11-25,18.780001,19.205000,18.775000,19.192499,18.767263,40039200
2019-11-26,19.227501,19.377501,19.150000,19.307501,18.879717,41845200
2019-11-27,19.445000,19.705000,19.379999,19.697500,19.261076,40778400
2019-11-29,19.552500,19.642500,19.400000,19.434999,19.004391,26898000
2019-12-02,19.434999,19.447500,18.507500,18.809999,18.393238,75907600
2019-12-03,18.075001,18.407499,17.777500,18.387501,17.980103,78026000
2019-12-04,18.672501,18.792500,18.584999,18.660000,18.246561,43829600
2019-12-05,18.855000,18.857500,18.492500,18.757500,18.341902,44540400
2019-12-06,19.170000,19.405001,19.135000,19.337500,18.909052,46470800
2019-12-09,19.272499,19.532499,19.080000,19.100000,18.676815,38964400
2019-12-10,19.112499,19.320000,18.920000,19.057501,18.635258,56024000
2019-12-11,19.170000,19.407499,19.090000,19.344999,18.916384,45298000
2019-12-12,19.282499,20.000000,19.205000,19.787500,19.349081,91582000
2019-12-13,19.740000,20.180000,19.615000,19.965000,19.522650,80498000
2019-12-16,20.355000,20.642500,20.340000,20.537500,20.082466,49694000
2019-12-17,20.642500,20.697500,20.500000,20.565001,20.109356,42274400
2019-12-18,20.662500,20.820000,20.584999,20.612499,20.155802,35704000
2019-12-19,20.665001,21.045000,20.665001,21.032499,20.566498,41692400
2019-12-20,21.307501,21.379999,21.150000,21.282499,20.810955,49774000
2019-12-23,21.504999,21.545000,21.392500,21.440001,20.964968,36213600
2019-12-24,21.487499,21.517500,21.312500,21.459999,20.992115,19949200
2019-12-26,21.557501,22.027500,21.557501,22.017500,21.537458,32129200
2019-12-27,22.252501,22.264999,21.787500,21.952499,21.473877,49875200
2019-12-30,21.932501,21.965000,21.200001,21.514999,21.045916,56452800
2019-12-31,21.325001,21.690001,21.215000,21.637501,21.165747,42190000
2020-01-02,22.177500,22.709999,22.055000,22.709999,22.214861,65536000
2020-01-03,21.822500,22.500000,21.809999,22.092501,21.610825,72590000
2020-01-06,21.567499,22.520000,21.487499,22.512501,22.021666,64047600
2020-01-07,22.535000,22.695000,22.290001,22.485001,21.994768,53849600
2020-01-08,22.490000,23.320000,22.382500,23.002501,22.500982,79582400
2020-01-09,23.557501,23.715000,23.180000,23.582500,23.068338,72711600
2020-01-10,23.847500,23.867500,23.282499,23.389999,22.880033,68802000
2020-01-13,23.682501,24.219999,23.577499,24.207500,23.679710,58279200
2020-01-14,24.145000,24.287500,23.805000,23.924999,23.403370,72868800
2020-01-15,23.945000,24.282499,23.705000,23.940001,23.418045,66501600
2020-01-16,24.277500,24.622499,24.132500,24.607500,24.070992,60550400
2020-01-17,24.927500,25.035000,24.565001,24.975000,24.430477,72201200
2020-01-21,24.757500,25.127501,24.740000,24.962500,24.418249,69441200
2020-01-22,25.307501,25.572500,25.045000,25.132500,24.584541,68074400
2020-01-23,25.082500,25.397499,24.742500,25.365000,24.811974,71794400
2020-01-24,25.725000,25.802500,24.377501,24.707500,24.168810,119687200
2020-01-27,23.062500,23.587500,22.545000,23.180000,22.674614,99313200
2020-01-28,23.662500,24.417500,23.495001,24.257500,23.728619,85931200
2020-01-29,24.657499,24.740000,24.045000,24.344999,23.814213,68938800
2020-01-30,23.900000,24.650000,23.662500,24.620001,24.083218,100124800
2020-01-31,24.920000,24.937500,23.187500,23.410000,22.899597,110192000
2020-02-03,23.777500,24.665001,23.732500,24.485001,23.951162,86844000
2020-02-04,25.500000,26.312500,25.254999,26.157499,25.587194,70124400
2020-02-05,27.139999,27.145000,25.972500,26.459999,25.883099,87306000
2020-02-06,26.627501,27.135000,26.352501,27.105000,26.514036,56566400
2020-02-07,26.745001,27.202499,26.530001,26.754999,26.171669,77026000
2020-02-10,26.495001,27.727501,26.475000,27.719999,27.115629,61624400
2020-02-11,28.174999,28.467501,27.520000,27.740000,27.135195,96885200
2020-02-12,28.222500,28.587500,28.025000,28.552500,27.929977,60804000
2020-02-13,27.947500,28.775000,27.844999,28.442499,27.822376,77641200
2020-02-14,28.555000,28.747499,28.270000,28.635000,28.010681,56984800
2020-02-18,28.230000,28.857500,28.147499,28.684999,28.059589,65083600
2020-02-19,29.202499,29.700001,29.100000,29.514999,28.871494,52813600
2020-02-20,29.325001,29.495001,27.597500,28.674999,28.049809,113828800
2020-02-21,28.264999,28.395000,26.682501,27.035000,26.445562,103553600
2020-02-24,24.070000,24.895000,23.407499,23.920000,23.398479,134837200
2020-02-25,24.482500,24.727501,21.735001,21.985001,21.505669,150396800
2020-02-26,22.320000,23.432501,21.787500,22.287500,21.801573,167868000
2020-02-27,20.575001,21.602501,18.895000,18.955000,18.541731,212558000
2020-02-28,17.102501,19.357500,16.875000,19.250000,18.830297,247111200
2020-03-02,19.817499,21.934999,18.992500,21.877501,21.400515,181759200
2020-03-03,22.092501,22.875000,19.219999,19.817499,19.385424,274063200
2020-03-04,20.885000,22.287500,20.325001,22.222500,21.737989,157913600
2020-03-05,20.559999,21.690001,19.772499,20.272499,19.830503,193486000
2020-03-06,18.182501,19.520000,17.750000,19.209999,18.791168,196759600
2020-03-09,15.382500,17.287500,15.250000,15.307500,14.973755,203482400
2020-03-10,16.995001,17.732500,15.250000,17.690001,17.304312,228126400
2020-03-11,16.445000,16.807501,14.750000,15.415000,15.078912,215464000
2020-03-12,12.375000,14.375000,11.100000,11.190000,10.946027,309112800
2020-03-13,13.060000,14.327500,11.265000,14.210000,13.900184,278145200
2020-03-16,10.115000,12.150000,9.247500,9.312500,9.109462,329145200
2020-03-17,9.845000,11.285000,8.937500,10.830000,10.593877,381010400
2020-03-18,9.075000,10.375000,8.182500,9.827500,9.613235,424499600
2020-03-19,9.712500,11.020000,9.000000,10.055000,9.835774,402404400
